filename,公司全称,公司简称,公司代码,公告名称,落款日期,业绩分类,审计机构,签字会计师,审计意见,"审计费用（万元）/
会计师事务所报酬",营业收入（单位：元）-本期数据,营业收入（单位：元）-上期数据,营业收入（单位：元）-同比变动比例（%）,"归属于上市公司股东的净利润
（单位：元）-本期数据","归属于上市公司股东的净利润
（单位：元）-上期数据","归属于上市公司股东的净利润
（单位：元）-同比变动比例（%）",归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-本期数据,归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-上期数据,归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-同比变动比例（%）,"总资产/资产总额
（单位：元）-本期数据","总资产/资产总额
（单位：元）-上期数据","总资产/资产总额
（单位：元）-同比变动比例（%）","归属于上市公司股东的净资产
（单位：元）-本期数据","归属于上市公司股东的净资产
（单位：元）-上期数据","归属于上市公司股东的净资产
（单位：元）-同比变动比例（%）",经营活动产生的现金流量净额-本期数据,经营活动产生的现金流量净额-上期数据,经营活动产生的现金流量净额-同比变动比例（%）,基本每股收益（元／股）-本期数据,基本每股收益（元／股）-上期数据,基本每股收益（元／股）-同比变动比例（%）,加权平均净资产收益率（%）-本期数据,加权平均净资产收益率（%）-上期数据,加权平均净资产收益率（%）-同比变动比例（%）,资产负债率,目录,利润分配预案/利润分配方案,语言,精排,篇幅页码,字数,净利润（本期数据）,净利润（上期数据）,本期数据,上期数据,同比变动比例（%）,负债合计（本期数据）,负债和所有者权益（或股东权益）总计（本期数据）,董事会决议通过的本报告期利润分配预案或公积金转增股本预案,经本次董事会审议通过的利润分配预案为：,年度利润分配方案如下：
146000374_2025-10-20_维力医疗2025年第三季度报告.pdf,广州维力医疗器械股份有限公司,维力医疗,603309,广州维力医疗器械股份有限公司2025年第三季度报告,2025-10-21,同比增长,未找到,未找到,未找到,未找到,"446,011,096.01","409,568,000.00",16.09,"70,565,993.50","60,678,000.00",16.31,"66,751,307.89","60,000,000.00",13.17,"2,907,743,076.36","2,840,682,536.11",2.36,"1,935,284,631.87","1,884,975,721.94",2.67,"160,116,878.76","119,902,354.35",33.54,0.24,0.20,14.29,3.72,3.36,增加0.36个百分点,74.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（三）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,11,9452,"199,795,174.69","172,197,003.94","199,795,174.69","172,197,003.94",16.00,"960,532,889.45","2,907,743,076.36",未找到,未找到,未找到
146000428_2025-10-20_2025年第三季度报告.pdf,哈药集团人民同泰医药股份有限公司,人民同泰,600829,哈药集团人民同泰医药股份有限公司2025年第三季度报告,2025-10-20,同比下降,未找到,未找到,未找到,未找到,"2,696,598,003.39","2,693,899,000.00",0.15,"39,297,331.82","70,000,000.00",-44.51,"38,000,953.85","68,000,000.00",-45.30,"7,022,029,070.62","7,166,181,171.04",-2.01,"2,993,063,016.57","2,881,186,525.19",3.88,不适用,不适用,不适用,0.0678,0.1929,-44.47,1.32,3.81,减少1.17个百分点,57.37%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表;母公司资产负债表;母公司利润表;母公司现金流量表,未找到,中文,否,17,12545,"111,876,512.82","206,004,237.80","111,876,512.82","206,004,237.80",-45.69,"4,029,008,813.63","7,022,029,070.62",未找到,未找到,未找到
146000448_2025-10-20_浙江物产环保能源股份有限公司2025年第三季度报告.pdf,浙江物产环保能源股份有限公司,物产环能,603071,浙江物产环保能源股份有限公司2025年第三季度报告,2025-10-20,同比下降,未找到,未找到,未找到,未找到,"8,557,295,593.40","26,979,076,377.45",-22.38,"150,219,747.30","452,500,534.61",-13.32,"141,078,336.35","432,588,502.90",10.42,"11,618,369,198.61","11,713,081,807.00",-0.81,"5,639,729,314.05","5,512,782,741.93",2.30,"1,781,334,020.65","-352,466,663.40",未找到,0.27,0.81,-15.63,2.70,8.03,减少 0.62 个百分点,41.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,12,9550,"575,230,677.89","638,117,931.34","575,230,677.89","638,117,931.34",未找到,"4,893,571,661.45","11,618,369,198.61",未找到,未找到,未找到
146000492_2025-10-20_四川川投能源股份有限公司2025年第三季度报告.pdf,四川川投能源股份有限公司,川投能源,600674,四川川投能源股份有限公司 2025 年第三季度报告,2025-10-20,同比下降,未找到,未找到,未找到,未找到,"428,502,665.99","1,140,295,509.67",-11.30,"1,760,254,513.64","4,221,306,278.24",-16.96,"1,753,743,525.32","4,208,978,635.66",-16.54,"68,806,177,425.38","65,049,216,986.43",5.78,"44,384,896,823.40","42,137,952,781.56",5.33,"577,484,534.41","655,997,695.77",-11.97,0.3611,0.8660,-17.21,3.82,9.54,-1.29,32.94%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,13,9890,"4,292,071,193.24","4,503,584,192.80","4,292,071,193.24","4,503,584,192.80",-4.69,"22,589,214,945.98","68,806,177,425.38",未找到,未找到,未找到
146000563_2025-10-20_浙江永和制冷股份有限公司2025年第三季度报告.pdf,浙江永和制冷股份有限公司,永和股份,605020,浙江永和制冷股份有限公司2025年第三季度报告,2025-10-21,同比增长,未找到,未找到,未找到,未找到,"1,340,096,465.12","3,785,575,712.97",11.42,"197,881,010.71","469,244,976.11",485.77,"189,253,648.24","456,965,449.67",440.37,"7,904,338,513.18","7,137,035,461.99",10.75,"5,649,756,767.56","2,848,674,774.58",98.33,不适用,"501,709,665.23",不适用,0.42,1.09,366.67,3.42,15.36,增加 9.96 个百分点,28.67%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,12,9286,"470,371,656.41","147,030,515.38","470,371,656.41","147,030,515.38",219.98,"2,250,889,685.74","7,904,338,513.18",未找到,未找到,未找到
146000578_2025-10-20_集友股份2025年第三季度报告.pdf,安徽集友新材料股份有限公司,集友股份,603429,安徽集友新材料股份有限公司 2025 年第三季度报告,2025-09-20,亏损,未找到,未找到,未找到,未找到,"24,274,281.19",未找到,-80.22,"-4,587,539.08","-5,974,682.94",-130.14,"-7,184,839.37","-9,969,469.47",-153.36,"1,337,365,969.55","1,399,346,894.50",-4.43,"1,233,934,147.83","1,239,908,830.77",-0.48,不适用,不适用,不适用,-0.009,-0.012,-130.00,-0.37,-0.48,减少 1.31 个百分点,71.54%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,12,9244,"-6,527,446.15","-53,292,896.10","-6,527,446.15","-53,292,896.10",未找到,"95,872,441.43","1,337,365,969.55",未找到,未找到,未找到
146000602_2025-10-20_2025年第三季度报告.pdf,东莞市鼎通精密科技股份有限公司,鼎通科技,688668,东莞市鼎通精密科技股份有限公司 2025 年第三季度报告,2025-10-20,同比增长,未找到,未找到,未找到,未找到,"371,622,872.73","242,295,575.60",48.12,"61,175,020.42","28,126,835.67",110.67,"59,229,632.17","22,910,000.00",129.40,"2,398,779,751.63","2,176,381,723.94",10.22,"1,900,830,873.75","1,804,443,889.58",5.34,"117,142,782.65","135,287,907.30",92.71,0.44,1.27,110.67,2.67,7.72,增加 1.03 个百分点,74.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,13,9411,"176,572,011.04","78,340,997.88","176,572,011.04","78,340,997.88",125.39,"497,948,877.88","2,398,779,751.63",未找到,未找到,未找到
146000617_2025-10-20_长城科技2025年第三季度报告.pdf,浙江长城电工科技股份有限公司,长城科技,603897,浙江长城电工科技股份有限公司2025年第三季度报告,2025-10-21,同比增长,未找到,未找到,未找到,未找到,"3,160,022,717.73","3,160,022,717.73",-0.92,"77,635,766.81","77,635,766.81",5.82,"75,904,295.54","75,904,295.54",-1.86,"6,862,468,275.11","6,496,995,385.35",5.63,"2,404,740,158.73","2,559,299,956.30",-6.04,"982,130,241.45","-249,552,406.75",未找到,0.38,0.38,14.29,3.24,8.66,增加 0.44 个百分点,65.14%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,12,8551,"214,927,854.11","188,871,550.28","214,927,854.11","188,871,550.28",13.80,"4,457,728,116.38","6,862,468,275.11",未找到,未找到,未找到
146000646_2025-10-20_2025年第三季度报告.pdf,江苏神马电力股份有限公司,神马电力,603530,江苏神马电力股份有限公司 2025 年第三季度报告,2025-10-20,同比增长,未找到,未找到,未找到,未找到,"458,718,781.71",未找到,33.38,"116,743,783.19",未找到,56.69,"114,967,225.51",未找到,57.83,"2,695,225,176.67","2,477,286,638.13",8.80,"1,632,477,914.87","1,777,070,655.13",-8.14,"28,347,152.85","87,364,663.57",-67.55,0.28,0.66,55.56,6.16,15.11,增加 1.97 个百分点,38.74%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,13,9392,"277,026,026.66","215,600,963.58","277,026,026.66","215,600,963.58",28.49,"1,062,747,261.80","2,695,225,176.67",未找到,未找到,未找到
146000679_2025-10-20_青海春天2025年第三季度报告.pdf,青海春天药用资源科技股份有限公司,*ST 春天,600381,青海春天药用资源科技股份有限公司 2025 年第三季度报告,2025-10-20,亏损,未找到,未找到,未找到,未找到,"87,655,537.37",未找到,46.94,"-4,148,709.06","-2,831,710.19",不适用,"-4,102,701.67","-5,890,372.51",不适用,"1,079,883,374.73","1,164,283,148.95",-7.25,"1,029,720,180.68","1,032,551,890.87",-0.27,不适用,"-68,916,595.11",-454.20,-0.007,-0.005,不适用,-0.40,-0.27,7.25,42.43%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,12,8672,"-1,143,534.59","-88,648,013.81","-1,143,534.59","-88,648,013.81",不适用,"45,343,083.07","1,079,883,374.73",未找到,未找到,未找到
146000737_2025-10-20_2025年第三季度报告.pdf,中策橡胶集团股份有限公司,中策橡胶,603049,中策橡胶集团股份有限公司 2025 年第三季度报告,2025-10-20,同比增长,未找到,未找到,未找到,未找到,"11,827,565,261.63","11,408,774,547.56",9.77,"1,190,974,804.28","673,528,579.85",76.56,"1,164,253,352.15","673,528,579.85",80.52,"51,081,248,661.20","44,824,439,295.79",13.96%,"24,142,897,764.84","17,476,560,764.59",38.14%,"830,093,103.82","2,185,141,179.30",-62.01,1.36,0.77,76.56,5.06,4.25,增加 0.94 个百分点,52.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,12,9857,"3,513,209,059.41","3,214,245,995.34","3,513,209,059.41","3,214,245,995.34",9.30,"26,937,570,576.54","51,081,248,661.20",未找到,未找到,未找到
146000768_2025-10-20_2025年第三季度报告.pdf,润本生物技术股份有限公司,润本股份,603193,润本生物技术股份有限公司 2025 年第三季度报告,2025-10-21,同比增长,未找到,未找到,未找到,未找到,"342,414,289.33","1,237,521,845.97",16.67,"78,522,780.07","266,047,503.56",-2.89,"74,268,718.88","251,228,377.22",-7.58,"2,306,585,927.30","2,219,337,493.41",3.93,"2,172,526,081.11","2,080,453,702.55",4.43,"86,714,040.40","220,109,889.62",123.71,0.19,0.66,-5.00,3.55,12.25,减少 0.66 个百分点,58.14%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,12,8617,"266,047,503.56","260,884,103.81","266,047,503.56","260,884,103.81",未找到,"134,059,846.19","2,306,585,927.30",未找到,未找到,未找到
146000779_2025-10-20_2025年第三季度报告.pdf,美芯晟科技（北京）股份有限公司,美芯晟,688458,美芯晟科技（北京）股份有限公司 2025 年第三季度报告,2025-10-20,同比下降,未找到,未找到,未找到,未找到,"156,491,252.08","421,577,338.13",66.31,"5,312,920.40","10,319,756.59",132.74,"257,829.27","-3,103,931.44",101.10,"1,969,746,866.77","1,996,913,482.37",-1.36,"1,851,928,977.18","1,889,097,759.39",-1.97,不适用,"-82,491,902.27",不适用,0.05,0.09,133.33,0.29,0.55,增加 1.10 个百分点,59.88%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,13,10565,"5,312,920.40","10,319,756.59","5,312,920.40","10,319,756.59",132.74,"117,817,889.59","1,969,746,866.77",未找到,未找到,未找到
146000887_2025-10-20_永鼎股份2025年第三季度报告.pdf,江苏永鼎股份有限公司,永鼎股份,600105,江苏永鼎股份有限公司 2025 年第三季度报告,2025-10-20,同比增长,未找到,未找到,未找到,未找到,"1,370,511,772.28","1,149,865,789.42",19.06,"10,571,011.32","21,374,752.75",-59.35,"6,151,995.44","24,725,688.54",-74.07,"9,328,153,519.50","8,212,411,822.93",13.59,"3,299,822,796.28","3,097,893,940.96",6.52,不适用,不适用,不适用,0.007,0.025,-63.16,0.32,10.21,减少 0.6 个百分点,57.51%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,13,10265,"321,837,017.25","103,648,117.08","321,837,017.25","103,648,117.08",210.00,"5,751,695,345.80","9,328,153,519.50",未找到,未找到,未找到
146000890_2025-10-20_新疆天富能源股份有限公司2025年第三季度报告.pdf,新疆天富能源股份有限公司,天富能源,600509,新疆天富能源股份有限公司2025年第三季度报告,2025-10-20,同比下降,未找到,未找到,未找到,未找到,"1,863,098,390.89","5,928,751,584.63",-15.13,"70,440,334.77","374,222,517.95",-61.02,"59,093,777.07","348,605,117.48",-52.72,"30,497,549,557.10","30,565,020,018.78",-0.22,"7,774,513,119.17","7,451,402,322.79",4.34,"639,507,309.03","730,830,654.31",-12.50,0.0513,0.2723,-61.54,0.9409,4.90,减少1.47个百分点,74.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,11,9239,"372,461,610.94","498,662,157.78","372,461,610.94","498,662,157.78",-25.29,"21,681,167,630.17","30,497,549,557.10",未找到,未找到,未找到
146000901_2025-10-20_宁夏建材2025年第三季度报告.pdf,宁夏建材集团股份有限公司,宁夏建材,600449,宁夏建材集团股份有限公司2025年第三季度报告,2025-10-20,同比增长,未找到,未找到,未找到,未找到,"1,490,014,559.44","4,045,478,662.27",-39.75,"115,787,522.03","221,433,581.24",-2.16,"101,651,194.28","178,102,065.63",-9.14,"10,436,675,685.01","10,618,963,806.74",-1.72,"7,410,735,924.37","7,276,468,435.55",1.85,"302,662,132.42","658,166,400.45",102.28,0.24,0.46,-4.00,1.58,3.02,减少0.08个百分点,74.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表,未找到,中文,否,20,15366,"231,305,555.62","173,608,283.34","231,305,555.62","173,608,283.34",33.23,"2,666,827,136.03","10,436,675,685.01",未找到,未找到,未找到
146001045_2025-10-20_襄阳长源东谷实业股份有限公司2025年第三季度报告.pdf,襄阳长源东谷实业股份有限公司,长源东谷,603950,襄阳长源东谷实业股份有限公司 2025 年第三季度报告,2025-10-21,同比增长,未找到,未找到,未找到,未找到,"612,458,667.05","1,647,721,945.53",23.84,"110,041,609.45","274,025,947.34",84.08,"94,278,741.69","250,780,795.52",59.88,"5,780,022,974.77","5,083,436,590.10",13.70,"2,896,324,114.00","2,683,675,378.07",7.92,"280,649,866.37","334,013,826.58",-15.98,0.34,0.85,84.12,3.87,9.86,增加 3.77 个百分点,49.68%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,12,9395,"274,280,216.83","154,575,183.93","274,280,216.83","154,575,183.93",77.13,"2,857,169,135.19","5,780,022,974.77",未找到,未找到,未找到
146001190_2025-10-20_广东利元亨智能装备股份有限公司2025年第三季度报告.pdf,广东利元亨智能装备股份有限公司,利元亨,688499,广东利元亨智能装备股份有限公司 2025 年第三季度报告,2025-10-20,扭亏为盈,未找到,未找到,未找到,未找到,"895,155,716.45","2,424,161,292.51",90.63,"14,082,663.13","47,492,854.07",不适用,"5,696,342.72","34,006,267.94",不适用,"8,127,816,485.17","8,793,513,269.67",-7.57,"2,291,295,200.99","2,269,239,055.68",0.97,不适用,"571,389,636.64",121.17,0.08,0.28,不适用,0.60,2.07,增加 17.75 个百分点,74.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;（一）员工持股计划情况;（二）回购公司股份进展;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表;母公司资产负债表;母公司利润表;母公司现金流量表,未找到,中文,否,19,16547,"46,630,045.84","-522,041,106.19","46,630,045.84","-522,041,106.19",不适用,"5,838,064,628.53","8,127,816,485.17",未找到,未找到,未找到
146001203_2025-10-20_芳源股份2025年第三季度报告.pdf,广东芳源新材料集团股份有限公司,芳源股份,688148,广东芳源新材料集团股份有限公司 2025 年第三季度报告,2025-10-20,扭亏为盈,未找到,未找到,未找到,未找到,"590,427,764.64",未找到,57.30,"28,059,426.08",未找到,不适用,"27,360,880.44",未找到,不适用,"2,942,595,914.77","3,089,612,268.03",-4.76,"453,795,760.00","561,036,093.05",-19.11,不适用,未找到,不适用,0.06,未找到,不适用,6.50,未找到,不适用,84.45%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;（一）2025年第三季度经营情况;（二）技术出口合作项目的进展情况;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,13,10521,"28,059,426.08","-120,774,813.49","28,059,426.08","-120,774,813.49",不适用,"2,481,106,878.69","2,942,595,914.77",未找到,未找到,未找到
146001387_2025-10-20_新疆雪峰科技（集团）股份有限公司2025年第三季度报告.pdf,新疆雪峰科技（集团）股份有限公司,雪峰科技,603227,新疆雪峰科技（集团）股份有限公司 2025 年第三季度报告,2025-10-20,同比下降,未找到,未找到,未找到,未找到,"1,503,536,037.67","4,182,674,788.98",-13.66,"161,035,191.19","393,615,055.05",-23.34,"160,410,230.88","383,797,617.29",-20.55,"8,355,997,107.03","7,889,965,320.99",5.91,"5,085,456,690.76","4,907,054,922.32",3.64,"99,022,821.96","539,675,120.24",-81.65,0.150,0.367,-23.48,3.22,7.86,减少 4.92 个百分点,27.96%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表;母公司资产负债表;母公司利润表;母公司现金流量表,未找到,中文,否,17,13637,"452,055,406.29","669,415,195.51","1,503,536,037.67","4,182,674,788.98",-13.66,"2,306,913,022.30","8,355,997,107.03",未找到,未找到,未找到
146001453_2025-10-20_晋西车轴2025年第三季度报告.pdf,晋西车轴股份有限公司,晋西车轴,600495,晋西车轴股份有限公司2025年第三季度报告,2025-10-21,同比增长,未找到,未找到,未找到,未找到,"264,100,752.58","871,996,956.48",-40.52,"8,213,543.11","22,114,433.33",-68.22,"1,793,176.97","985,168.90",-89.90,"3,973,805,227.30","3,997,878,780.30",-0.60,"3,268,233,979.10","3,260,727,488.47",0.23,"-92,912,177.46","-105,413,186.17",不适用,0.006,0.018,-71.43,0.25,0.68,减少0.55个百分点,74.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,10,8569,"22,114,433.33","6,008,907.32","264,100,752.58","871,996,956.48",-40.52,"705,571,248.20","3,973,805,227.30",未找到,未找到,未找到
146001922_2025-10-21_广东好太太科技集团股份有限公司2025年第三季度报告.pdf,广东好太太科技集团股份有限公司,好太太,603848,广东好太太科技集团股份有限公司 2025 年第三季度报告,2025-10-21,同比下降,未找到,未找到,未找到,未找到,"382,301,685.14","354,156,151.16",7.27,"57,046,856.75","53,362,942.27",21.67,"57,140,562.63","53,362,942.27",21.84,"3,452,890,399.36","3,373,598,528.85",2.35,"2,504,314,680.12","2,441,766,739.55",2.56,"138,211,853.50","91,386,572.60",51.24,0.15,0.15,36.36,2.25,5.76,减少 28.89 个百分点,74.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,12,8763,"143,103,567.36","190,168,359.07","143,103,567.36","190,168,359.07",未找到,"550,485,145.17","3,452,890,399.36",未找到,未找到,未找到
146001938_2025-10-21_688334_西高院2025年三季度报告.pdf,西安高压电器研究院股份有限公司,西高院,688334,西安高压电器研究院股份有限公司 2025 年第三季度报告,2025-10-21,同比增长,未找到,未找到,未找到,未找到,"231,305,267.53","650,928,346.79",21.92,"64,799,984.47","197,506,230.52",39.24,"60,709,838.46","184,134,216.96",41.46,"3,681,423,562.23","3,548,077,152.16",3.76,"2,858,092,695.33","2,778,117,447.93",2.88,"352,602,591.76","312,407,085.10",12.87,0.2047,0.6239,39.25,2.24,6.90,增加 1.59 个百分点,74.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,13,9742,"220,813,165.14","176,791,183.33","220,813,165.14","176,791,183.33",24.93,"616,300,357.43","3,681,423,562.23",未找到,未找到,未找到
146002010_2025-10-21_恒通物流股份有限公司2025年第三季度报告.pdf,恒通物流股份有限公司,恒通股份,603223,恒通物流股份有限公司 2025 年第三季度报告,2025-10-22,同比增长,未找到,未找到,未找到,未找到,"381,130,473.12","1,050,087,745.64",-26.83,"76,568,012.37","175,932,817.64",182.55,"76,052,875.20","171,195,783.88",190.01,"5,397,158,203.77","5,512,628,611.93",-2.09,"3,934,907,459.85","3,792,873,637.65",3.74,不适用,"-339,018,168.90",不适用,0.11,0.25,175,1.97,4.56,增加 1.24 个百,74.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,12,9961,"174,824,014.26","100,413,901.19","174,824,014.26","100,413,901.19",74.17,"1,400,587,313.12","5,397,158,203.77",未找到,未找到,未找到
